Symbol,vec0,vec1,vec2,vec3,vec4
MMM,0.2456636130809784,0.7845467329025269,1.871211051940918,-0.8494338989257812,-0.13991157710552216
AOS,0.26278218626976013,0.7386030554771423,1.8613075017929077,-0.8556443452835083,-0.11960761994123459
ABT,0.2781158685684204,0.8291959166526794,1.9471626281738281,-0.9120305180549622,-0.1457684338092804
ABBV,0.26427409052848816,0.8052427768707275,1.95522141456604,-0.9118984937667847,-0.14979897439479828
ACN,0.25027552247047424,0.8193245530128479,1.8276715278625488,-0.8920131325721741,-0.09592581540346146
ADM,0.30761611461639404,0.8568913340568542,2.0593044757843018,-0.9400178790092468,-0.1647195965051651
ADBE,0.2906758487224579,0.7452350854873657,1.7143223285675049,-0.7425358295440674,-0.10013033449649811
ADP,0.2793639302253723,0.9035166501998901,1.9746183156967163,-0.9735310673713684,-0.21136616170406342
AES,0.2260630577802658,0.7305824756622314,1.6485062837600708,-0.7776434421539307,-0.12537160515785217
AFL,0.3160395324230194,0.9753855466842651,2.228283166885376,-1.0659565925598145,-0.16880542039871216
A,0.2416401356458664,0.6873934268951416,1.5758826732635498,-0.7301696538925171,-0.1407160460948944
ABNB,0.3264325261116028,1.0255016088485718,2.3093454837799072,-1.0436991453170776,-0.2325987070798874
APD,0.19863542914390564,0.7224297523498535,1.6217302083969116,-0.7286794185638428,-0.12438885867595673
AKAM,0.23384100198745728,0.6735319495201111,1.4764394760131836,-0.6676464676856995,-0.1104617789387703
ALK,0.2477446347475052,0.9622100591659546,2.0998361110687256,-1.0661925077438354,-0.17360319197177887
ALB,0.24584035575389862,0.8289703130722046,1.945807695388794,-0.9410853981971741,-0.10719634592533112
ARE,0.22147932648658752,0.7144817113876343,1.6763888597488403,-0.791546642780304,-0.1110040694475174
ALGN,0.2971546947956085,0.8558114767074585,2.011591672897339,-0.9152894616127014,-0.20232731103897095
ALLE,0.22650420665740967,0.755313515663147,1.7065492868423462,-0.7857084274291992,-0.09010203927755356
LNT,0.22237038612365723,0.776676595211029,1.7058947086334229,-0.7895511388778687,-0.1663677990436554
ALL,0.27425387501716614,0.8939152359962463,2.0375165939331055,-0.9540443420410156,-0.20648588240146637
GOOGL,0.22337208688259125,0.7539156079292297,1.6445820331573486,-0.7410625219345093,-0.12018123269081116
GOOG,0.22337208688259125,0.7539156079292297,1.6445820331573486,-0.7410625219345093,-0.12018123269081116
MO,0.29674845933914185,0.8809709548950195,2.0965168476104736,-0.9857355952262878,-0.14921768009662628
AMZN,0.2005854696035385,0.7369217872619629,1.5726665258407593,-0.720773458480835,-0.07665539532899857
AMCR,0.26967498660087585,0.7107284069061279,1.667579174041748,-0.7723806500434875,-0.15622170269489288
AMD,0.2561051845550537,0.7692611217498779,1.6923929452896118,-0.8124938011169434,-0.12958277761936188
AEE,0.09793999791145325,0.5615361928939819,1.140777826309204,-0.5312108993530273,-0.09821934998035431
AAL,0.2563440799713135,0.8790549039840698,1.9498414993286133,-0.9381076693534851,-0.16661836206912994
AEP,0.24705791473388672,0.793019711971283,1.872646450996399,-0.9035192728042603,-0.13041952252388
AXP,0.24379943311214447,0.8491438031196594,1.8906657695770264,-0.8947710394859314,-0.1369239091873169
AIG,0.2121431678533554,0.7313117980957031,1.5413670539855957,-0.7093806266784668,-0.08477084338665009
AMT,0.22507505118846893,0.827644407749176,1.9006102085113525,-0.8660769462585449,-0.11743426322937012
AWK,0.22943733632564545,0.7979364395141602,1.8283923864364624,-0.8787329196929932,-0.1356724202632904
AMP,0.3422758877277374,0.9344791769981384,2.1622116565704346,-1.0209282636642456,-0.13906067609786987
AME,0.24075055122375488,0.8121911287307739,1.8574979305267334,-0.9212464690208435,-0.12355999648571014
AMGN,0.2819554805755615,0.979414165019989,2.1907191276550293,-1.0606874227523804,-0.1695767194032669
APH,0.28365907073020935,0.7063980102539062,1.6735957860946655,-0.8229667544364929,-0.15867874026298523
ADI,0.2626018524169922,0.8523622155189514,1.9210543632507324,-0.9159521460533142,-0.1421901136636734
ANSS,0.29353800415992737,0.9107187986373901,2.0742714405059814,-0.9231029152870178,-0.13397590816020966
AON,0.19134896993637085,0.7221894264221191,1.5923125743865967,-0.7660972476005554,-0.10774853825569153
APA,0.344939261674881,1.0266021490097046,2.339360475540161,-1.0531100034713745,-0.2361735999584198
AAPL,0.2484474629163742,0.8379353284835815,1.878481149673462,-0.8634873032569885,-0.13901035487651825
AMAT,0.2834808826446533,0.7874374985694885,1.8075158596038818,-0.8370506763458252,-0.1178668737411499
APTV,0.23100334405899048,0.7880601286888123,1.767995834350586,-0.8058263659477234,-0.1580972671508789
ACGL,0.23497076332569122,0.8186691403388977,1.797775387763977,-0.8869304656982422,-0.131830096244812
ANET,0.26237332820892334,0.6912588477134705,1.6094781160354614,-0.7240977883338928,-0.16379505395889282
AJG,0.23251059651374817,0.8024389147758484,1.8098598718643188,-0.8707047700881958,-0.12106002867221832
AIZ,0.27810895442962646,0.7440295815467834,1.7694088220596313,-0.8648754954338074,-0.10816517472267151
T,0.23943065106868744,0.7796456217765808,1.8001054525375366,-0.8436723351478577,-0.13354939222335815
ATO,0.24313335120677948,0.8023683428764343,1.8412322998046875,-0.8965731859207153,-0.1317889541387558
ADSK,0.0,0.0,0.0,0.0,0.0
AZO,0.2620314657688141,0.9663143157958984,2.0782077312469482,-1.029489278793335,-0.18947851657867432
AVB,0.1812891662120819,0.7163931131362915,1.5823237895965576,-0.7556182742118835,-0.17313683032989502
AVY,0.2531256377696991,0.9011572599411011,2.037843942642212,-0.8968939781188965,-0.1549227237701416
AXON,0.3204247057437897,0.9869812726974487,2.1895411014556885,-0.9911527633666992,-0.13868314027786255
BKR,0.3032749593257904,0.84793621301651,1.9655060768127441,-0.8812864422798157,-0.15041229128837585
BALL,0.3286471664905548,0.8489093780517578,2.0430078506469727,-0.9400370121002197,-0.17025889456272125
BAC,0.2710088789463043,0.7860537767410278,1.7483738660812378,-0.8786274790763855,-0.08927314728498459
BBWI,0.3158207833766937,0.9200509786605835,2.014185667037964,-0.9747546911239624,-0.17029014229774475
BAX,0.22251881659030914,0.9313539862632751,2.072139263153076,-0.9582979083061218,-0.15920381247997284
BDX,0.0,0.0,0.0,0.0,0.0
WRB,0.25235727429389954,0.8412489295005798,1.7928341627120972,-0.8287490010261536,-0.13842374086380005
BRK.B,0.22482526302337646,0.7310810089111328,1.5967330932617188,-0.7828539609909058,-0.1336791217327118
BBY,0.24047181010246277,0.6166900992393494,1.3955769538879395,-0.7039574384689331,-0.1271728128194809
BIO,0.32353219389915466,0.8790453672409058,2.0310590267181396,-0.9509682655334473,-0.16546207666397095
TECH,0.3138806223869324,0.9205272793769836,1.896309733390808,-0.9079016447067261,-0.17752432823181152
BIIB,0.23573477566242218,0.7302824258804321,1.535295009613037,-0.7341594696044922,-0.10835744440555573
BLK,0.21881555020809174,0.7117050886154175,1.5870790481567383,-0.7636030912399292,-0.0956156775355339
BX,0.23493903875350952,0.8296395540237427,1.8992136716842651,-0.9153348207473755,-0.14687445759773254
BK,0.29376742243766785,0.8006225228309631,1.8328781127929688,-0.9090784192085266,-0.12583740055561066
BA,0.2504734992980957,0.8447421789169312,1.8665904998779297,-0.8781790733337402,-0.16504481434822083
BKNG,0.2749781310558319,0.7824230790138245,1.779517650604248,-0.8156907558441162,-0.13689611852169037
BWA,0.24824336171150208,0.7902389764785767,1.822124719619751,-0.8843182921409607,-0.13332489132881165
BXP,0.21944838762283325,0.7255882620811462,1.6862828731536865,-0.8153868317604065,-0.17677655816078186
BSX,0.26662734150886536,0.7222985625267029,1.6547335386276245,-0.7642300724983215,-0.10965368151664734
BMY,0.3048737049102783,0.981212317943573,2.193560838699341,-1.0765156745910645,-0.18598400056362152
AVGO,0.24416005611419678,0.7134963870048523,1.6900204420089722,-0.7543566226959229,-0.07681325078010559
BR,0.3169000446796417,0.8764618039131165,1.9388880729675293,-0.8925639986991882,-0.12548194825649261
BRO,0.1942870020866394,0.5841265916824341,1.4045796394348145,-0.6841201186180115,-0.13862302899360657
BF.B,0.34067073464393616,0.9763177037239075,2.101992607116699,-0.988720178604126,-0.14297224581241608
BG,0.313393771648407,1.0132633447647095,2.3259623050689697,-1.1004297733306885,-0.23853424191474915
CHRW,0.23843026161193848,0.7241114974021912,1.7425488233566284,-0.7186412811279297,-0.1218712106347084
CDNS,0.29352113604545593,0.9219356775283813,2.0485074520111084,-0.9855405688285828,-0.17778386175632477
CZR,0.28056955337524414,0.71453857421875,1.6287891864776611,-0.7742967009544373,-0.16731224954128265
CPT,0.17077089846134186,0.685936689376831,1.602913498878479,-0.736003041267395,-0.16071349382400513
CPB,0.28062278032302856,0.8482357263565063,2.028526544570923,-0.9743019342422485,-0.13975325226783752
COF,0.22694933414459229,0.8322389721870422,1.9441770315170288,-0.9348167181015015,-0.13469307124614716
CAH,0.292190283536911,0.9056912064552307,2.1392433643341064,-0.9891871213912964,-0.17222678661346436
KMX,0.24704153835773468,0.7598567605018616,1.7733523845672607,-0.8534507751464844,-0.11600983887910843
CCL,0.24421273171901703,0.7341752648353577,1.599826693534851,-0.762614369392395,-0.1251734048128128
CARR,0.24818792939186096,0.7394348978996277,1.7445648908615112,-0.8406855463981628,-0.1375710368156433
CTLT,0.28931134939193726,0.7821169495582581,1.8318101167678833,-0.8893975615501404,-0.10488928109407425
CAT,0.2848457098007202,0.8238555788993835,1.9218498468399048,-0.8857246041297913,-0.2070673406124115
CBOE,0.27910128235816956,0.8720493316650391,2.0789291858673096,-0.9290179014205933,-0.19993877410888672
CBRE,0.23892568051815033,0.970859944820404,2.157078504562378,-1.042441964149475,-0.17208264768123627
CDW,0.2903597354888916,0.8474156260490417,1.9789139032363892,-0.9596908688545227,-0.1277381032705307
CE,0.31497716903686523,0.9619598984718323,2.1706833839416504,-1.0232926607131958,-0.16549092531204224
COR,0.36569827795028687,0.9417994618415833,2.1411142349243164,-0.9558451771736145,-0.22010239958763123
CNC,0.2629726231098175,0.7845296859741211,1.6992353200912476,-0.8155658841133118,-0.0930454358458519
CNP,0.24844089150428772,0.8608778119087219,1.9339404106140137,-0.8756463527679443,-0.18411903083324432
CDAY,0.2967408001422882,0.8810294270515442,1.940867304801941,-0.9320703744888306,-0.22076956927776337
CF,0.2419460117816925,0.8030045628547668,1.7855682373046875,-0.814984142780304,-0.13883432745933533
CRL,0.2309952974319458,0.6822370290756226,1.5614590644836426,-0.7175965309143066,-0.16196230053901672
SCHW,0.2564290463924408,0.8045257925987244,1.8715089559555054,-0.9308353066444397,-0.1458495408296585
CHTR,0.22510209679603577,0.7251756191253662,1.5694282054901123,-0.7812268733978271,-0.12088789790868759
CVX,0.22676078975200653,0.6560576558113098,1.5947544574737549,-0.7471864819526672,-0.10244584083557129
CMG,0.23153634369373322,0.7489048838615417,1.7259721755981445,-0.8342413306236267,-0.12942400574684143
CB,0.22826547920703888,0.7712745070457458,1.7286609411239624,-0.8229271769523621,-0.12125881761312485
CHD,0.2946925461292267,0.9126380681991577,2.160095691680908,-1.0104389190673828,-0.14320844411849976
CI,0.2807180881500244,0.8363101482391357,1.8895272016525269,-0.8758798241615295,-0.13688145577907562
CINF,0.2759932577610016,0.8898952603340149,1.9184926748275757,-0.8964869976043701,-0.21019181609153748
CTAS,0.2450941652059555,0.8098501563072205,1.846083402633667,-0.8728325963020325,-0.15029826760292053
CSCO,0.270182728767395,0.7666410207748413,1.7033977508544922,-0.7817704081535339,-0.10772377252578735
C,0.31064459681510925,0.9832125902175903,2.1861987113952637,-1.0347944498062134,-0.1819392740726471
CFG,0.24494251608848572,0.7940428853034973,1.778149962425232,-0.8879703283309937,-0.14639912545681
CLX,0.29608049988746643,0.808093249797821,1.9474509954452515,-0.8851153254508972,-0.16913335025310516
CME,0.22795428335666656,0.8071097731590271,1.8430800437927246,-0.8482815623283386,-0.11206147819757462
CMS,0.20814022421836853,0.7596932649612427,1.7233288288116455,-0.8132813572883606,-0.08787555247545242
KO,0.2805311977863312,0.9386096000671387,2.0341053009033203,-0.9536378383636475,-0.19014571607112885
CTSH,0.23280835151672363,0.8825191259384155,1.9461283683776855,-0.9908924102783203,-0.1652279943227768
CL,0.26110172271728516,0.89947110414505,2.101313591003418,-0.9978201389312744,-0.16156594455242157
CMCSA,0.24467307329177856,0.8244276642799377,1.8322210311889648,-0.882889986038208,-0.1562257707118988
CMA,0.26358088850975037,0.8906757235527039,1.9930564165115356,-0.9876562356948853,-0.12649860978126526
CAG,0.2777610421180725,0.8623362183570862,2.0163350105285645,-0.9190278649330139,-0.17352302372455597
COP,0.24141250550746918,0.8318529725074768,1.8335450887680054,-0.8609434962272644,-0.14743445813655853
ED,0.2620990574359894,0.8506084680557251,1.9478620290756226,-0.8923950791358948,-0.12195871025323868
STZ,0.2719937264919281,0.9142313599586487,2.0022716522216797,-1.0066667795181274,-0.17490391433238983
CEG,0.29257094860076904,1.0304934978485107,2.3302605152130127,-1.0722893476486206,-0.16378732025623322
COO,0.28972816467285156,0.7408948540687561,1.7849228382110596,-0.8402191996574402,-0.1326972395181656
CPRT,0.2507905662059784,0.6838146448135376,1.519252896308899,-0.7192639112472534,-0.06842943280935287
GLW,0.25665029883384705,0.7592825889587402,1.7924892902374268,-0.8354427814483643,-0.1283903419971466
CTVA,0.21226859092712402,0.7943781614303589,1.7347323894500732,-0.8548939228057861,-0.1732407510280609
CSGP,0.2637571692466736,0.8415175676345825,1.81667160987854,-0.8771777749061584,-0.12128938734531403
COST,0.23321883380413055,0.760841965675354,1.7264679670333862,-0.8467708230018616,-0.14576299488544464
CTRA,0.27148720622062683,0.869132936000824,1.9588133096694946,-0.8848381638526917,-0.19783112406730652
CCI,0.21913385391235352,0.7281362414360046,1.7254891395568848,-0.8108863234519958,-0.10954346507787704
CSX,0.2185172438621521,0.7291038036346436,1.62420654296875,-0.73017418384552,-0.13280579447746277
CMI,0.29709532856941223,0.8414095044136047,1.8563488721847534,-0.8496379256248474,-0.16339288651943207
CVS,0.2918834388256073,0.8152714371681213,1.826504111289978,-0.8572922945022583,-0.10778641700744629
DHI,0.30109071731567383,0.9599340558052063,2.280588150024414,-1.0688953399658203,-0.2405497282743454
DHR,0.2955656051635742,0.8343289494514465,1.9039851427078247,-0.8792237639427185,-0.13355590403079987
DRI,-0.06599109619855881,0.3448813259601593,0.7925425171852112,-0.22175998985767365,-0.10190761834383011
DVA,0.18132181465625763,0.6909344792366028,1.5869276523590088,-0.7629842162132263,-0.12549066543579102
DE,0.2906004786491394,0.8581315875053406,1.997328519821167,-0.9191551208496094,-0.11673878133296967
DAL,0.18934868276119232,0.6778632402420044,1.5633794069290161,-0.7661284804344177,-0.15639643371105194
XRAY,0.22606909275054932,0.738978385925293,1.7343175411224365,-0.7783055305480957,-0.1335354447364807
DVN,0.19163469970226288,0.7645134925842285,1.7259913682937622,-0.7805280089378357,-0.10021977871656418
DXCM,0.27595430612564087,0.7792909741401672,1.790834903717041,-0.8544260263442993,-0.17865440249443054
FANG,0.2742270529270172,0.8970943689346313,2.018333911895752,-0.9828614592552185,-0.21886858344078064
DLR,0.2440883368253708,0.8881089687347412,1.911879539489746,-0.8614445328712463,-0.14624004065990448
DFS,0.21469473838806152,0.7772485613822937,1.7077689170837402,-0.8174371719360352,-0.09027118980884552
DIS,0.2599935233592987,0.7400022745132446,1.5919662714004517,-0.7970795631408691,-0.18540219962596893
DG,0.20861521363258362,0.7304193377494812,1.5954917669296265,-0.7593135833740234,-0.13639478385448456
DLTR,0.27801206707954407,0.7827338576316833,1.7046741247177124,-0.8168814182281494,-0.17066197097301483
D,0.2567636966705322,0.9633256793022156,2.264890193939209,-1.0029805898666382,-0.21068540215492249
DPZ,0.16787827014923096,0.7540733218193054,1.65337336063385,-0.7993135452270508,-0.19020666182041168
DOV,0.2858228087425232,0.8888686895370483,2.0208253860473633,-0.9401639103889465,-0.1638716459274292
DOW,0.23124666512012482,0.9428615570068359,2.09686541557312,-1.0034371614456177,-0.17605160176753998
DTE,0.23907573521137238,0.8139062523841858,1.8470380306243896,-0.8956735134124756,-0.11086801439523697
DUK,0.2692655622959137,0.9506908059120178,2.1750879287719727,-1.0005284547805786,-0.14312447607517242
DD,0.28342530131340027,0.758169412612915,1.650132656097412,-0.7771867513656616,-0.1522006392478943
EMN,0.23581238090991974,0.7761067748069763,1.794036626815796,-0.8442336320877075,-0.12112519890069962
ETN,0.27334508299827576,0.9126970171928406,2.056612014770508,-0.9996787309646606,-0.11725576967000961
EBAY,0.17706610262393951,0.5914885997772217,1.3783210515975952,-0.6901490092277527,-0.08242827653884888
ECL,0.24390819668769836,0.6616824865341187,1.6113932132720947,-0.7573436498641968,-0.14857426285743713
EIX,0.2657179534435272,0.8672769069671631,1.951416015625,-0.8768033385276794,-0.13131847977638245
EW,0.2650967538356781,0.7934265732765198,1.8331223726272583,-0.8984781503677368,-0.16753432154655457
EA,0.2586291432380676,0.7147824168205261,1.674965739250183,-0.784325361251831,-0.13884995877742767
ELV,0.29367369413375854,0.8128527402877808,1.8570629358291626,-0.8776960968971252,-0.14160959422588348
LLY,0.31900033354759216,1.0556018352508545,2.3584823608398438,-1.0844035148620605,-0.20691049098968506
EMR,0.3270161747932434,1.0338010787963867,2.2670035362243652,-1.0810374021530151,-0.19647017121315002
ENPH,0.2735244631767273,0.8144193887710571,1.853615641593933,-0.8266570568084717,-0.1638573259115219
ETR,0.21846814453601837,0.7730463147163391,1.8725230693817139,-0.9163964986801147,-0.1480085402727127
EOG,0.2511310875415802,0.7736166715621948,1.728118658065796,-0.8028233647346497,-0.2091142237186432
EPAM,0.25083017349243164,0.7733789086341858,1.6995898485183716,-0.7457820773124695,-0.15996906161308289
EQT,0.25886648893356323,0.8562908172607422,1.9824411869049072,-0.914111316204071,-0.18530604243278503
EFX,0.2702477276325226,0.8334810137748718,1.799665927886963,-0.9059589505195618,-0.13550351560115814
EQIX,0.2502938508987427,0.8809077143669128,1.9317783117294312,-0.9160260558128357,-0.19051586091518402
EQR,0.12816455960273743,0.6455665826797485,1.4515382051467896,-0.7039650678634644,-0.18136180937290192
ESS,0.14882254600524902,0.6441555619239807,1.5582355260849,-0.7507666945457458,-0.15817143023014069
EL,0.2868720591068268,0.8952851295471191,1.9846627712249756,-0.9249547719955444,-0.12832903861999512
ETSY,0.23100052773952484,0.5704097151756287,1.42783784866333,-0.6743903160095215,-0.09749341011047363
EG,0.2224469780921936,0.7212390899658203,1.6496117115020752,-0.7898410558700562,-0.08886358886957169
EVRG,0.18280178308486938,0.7204352021217346,1.6176788806915283,-0.7377992868423462,-0.13989421725273132
ES,0.23756851255893707,0.7770620584487915,1.7503749132156372,-0.7920422554016113,-0.15183140337467194
EXC,0.24935823678970337,0.9661949276924133,2.2444167137145996,-1.0636156797409058,-0.15687523782253265
EXPE,0.27186650037765503,0.7625808715820312,1.7863104343414307,-0.8236581683158875,-0.14990703761577606
EXPD,0.22772693634033203,0.7952287197113037,1.824237585067749,-0.8275653719902039,-0.20707525312900543
EXR,0.17258498072624207,0.7181156873703003,1.734218716621399,-0.8533477783203125,-0.13467901945114136
XOM,0.1991056352853775,0.7246129512786865,1.6969175338745117,-0.7857344150543213,-0.11370643973350525
FFIV,0.1817144751548767,0.7187875509262085,1.5566481351852417,-0.6994132995605469,-0.08172495663166046
FDS,0.26161643862724304,0.8352198004722595,1.8561711311340332,-0.9001439213752747,-0.14130890369415283
FICO,0.29779526591300964,0.8808003067970276,1.9379700422286987,-0.9071986675262451,-0.15603794157505035
FAST,0.2629660367965698,0.9075351357460022,2.046765089035034,-0.9698589444160461,-0.1960774064064026
FRT,0.13124634325504303,0.7761578559875488,1.7570332288742065,-0.8346396088600159,-0.13871072232723236
FDX,0.23476165533065796,0.6795733571052551,1.6026166677474976,-0.748741865158081,-0.10584420710802078
FITB,0.2570541203022003,0.8153324723243713,1.730961799621582,-0.9004620313644409,-0.1436021775007248
FSLR,0.21622014045715332,0.7182864546775818,1.6165316104888916,-0.698881208896637,-0.17882892489433289
FE,0.19781288504600525,0.7311030626296997,1.7074819803237915,-0.8379675149917603,-0.1218482255935669
FIS,0.26260867714881897,0.7587807178497314,1.710981845855713,-0.8096434473991394,-0.1224689856171608
FI,0.31202617287635803,0.9314847588539124,2.030512809753418,-0.9621466994285583,-0.12193194031715393
FLT,0.2997494339942932,0.8700301051139832,1.8346010446548462,-0.874809205532074,-0.10703731328248978
FMC,0.27737393975257874,0.8993918299674988,2.142758846282959,-0.981657862663269,-0.15141621232032776
F,0.2624342441558838,0.7953518033027649,1.7621781826019287,-0.8406628966331482,-0.19303879141807556
FTNT,0.2717690169811249,0.7816267013549805,1.8503856658935547,-0.8670986890792847,-0.15990664064884186
FTV,0.09444331377744675,0.34206974506378174,0.7962111830711365,-0.269106388092041,-0.08733722567558289
FOXA,0.22230678796768188,0.6966846585273743,1.5915915966033936,-0.7341654300689697,-0.1290096938610077
FOX,0.22230678796768188,0.6966846585273743,1.5915915966033936,-0.7341654300689697,-0.1290096938610077
BEN,0.25064215064048767,0.7224072813987732,1.6778345108032227,-0.8139182329177856,-0.1239849105477333
FCX,0.2504713535308838,0.8277592062950134,1.9228541851043701,-0.8888633847236633,-0.14195454120635986
GRMN,0.28224897384643555,0.9927646517753601,2.2221367359161377,-1.0587786436080933,-0.1953689008951187
IT,0.24559789896011353,0.7011244893074036,1.5766053199768066,-0.738547682762146,-0.08272875845432281
GEHC,0.22995005548000336,0.7171841263771057,1.6235910654067993,-0.7499786019325256,-0.10596772283315659
GEN,0.3221709132194519,0.9782587289810181,2.0824544429779053,-0.9382902979850769,-0.17902225255966187
GNRC,0.29114142060279846,0.7928886413574219,1.7806389331817627,-0.8291386961936951,-0.15347044169902802
GD,0.3004443347454071,0.8946576714515686,2.003655433654785,-0.9507737159729004,-0.1961848884820938
GE,0.2966812551021576,0.9130053520202637,2.0527737140655518,-0.9540926814079285,-0.18259912729263306
GIS,0.25362440943717957,0.7517657279968262,1.6976652145385742,-0.8014994859695435,-0.11699764430522919
GM,0.2505616247653961,0.9213437438011169,2.1257829666137695,-1.0271862745285034,-0.17778785526752472
GPC,0.2452479898929596,0.7366595268249512,1.75495183467865,-0.8029297590255737,-0.10587061941623688
GILD,0.2652779817581177,0.8370181918144226,1.905627727508545,-0.9487923383712769,-0.1767435073852539
GL,0.3137173354625702,1.0072213411331177,2.2120349407196045,-1.0350580215454102,-0.17197196185588837
GPN,0.27664610743522644,0.8928841948509216,2.0001220703125,-0.914675235748291,-0.11807405203580856
GS,0.276725709438324,0.8607645630836487,1.9425089359283447,-0.9995719194412231,-0.13065946102142334
HAL,0.25359079241752625,0.898122251033783,2.189685583114624,-0.9771921634674072,-0.17403367161750793
HIG,0.28685563802719116,0.8261221647262573,1.910849928855896,-0.8939664959907532,-0.1699797362089157
HAS,0.2681161165237427,0.7373901009559631,1.7507392168045044,-0.780756950378418,-0.11426060646772385
HCA,0.2537840008735657,0.8095913529396057,1.8631815910339355,-0.9208980202674866,-0.12208174169063568
PEAK,0.2278514951467514,0.7179250121116638,1.698838472366333,-0.7926406264305115,-0.13068382441997528
HSIC,0.3073996603488922,0.8910966515541077,2.0583765506744385,-0.9006772637367249,-0.14221929013729095
HSY,0.29310211539268494,0.8870326280593872,2.062734603881836,-0.9489206075668335,-0.11174458265304565
HES,0.18243767321109772,0.6453738212585449,1.4564480781555176,-0.6231133937835693,-0.11061564087867737
HPE,0.3126075565814972,1.170211672782898,2.4492080211639404,-1.1939492225646973,-0.16280747950077057
HLT,0.24100904166698456,0.7988801002502441,1.8359912633895874,-0.8552464842796326,-0.18520469963550568
HOLX,0.32785388827323914,0.8591156601905823,1.9774123430252075,-0.8985181450843811,-0.17643721401691437
HD,0.2646833658218384,0.826509416103363,1.858690619468689,-0.8334724307060242,-0.13167066872119904
HON,0.21274948120117188,0.7637784481048584,1.687970757484436,-0.8110806941986084,-0.14786477386951447
HRL,0.28682979941368103,0.7658378481864929,1.7605209350585938,-0.7843026518821716,-0.14023880660533905
HST,0.18723517656326294,0.820119321346283,1.8832528591156006,-0.898848295211792,-0.15632879734039307
HWM,0.25302964448928833,0.7873910665512085,1.7579504251480103,-0.738764226436615,-0.21061044931411743
HPQ,0.28382936120033264,0.872428297996521,1.9231338500976562,-0.9203340411186218,-0.15207539498806
HUBB,0.270229697227478,0.8525795936584473,1.950691819190979,-0.8567622900009155,-0.18816326558589935
HUM,0.340955913066864,1.0843428373336792,2.4261474609375,-1.1313084363937378,-0.15960454940795898
HBAN,0.31651657819747925,1.0751779079437256,2.491007089614868,-1.2281625270843506,-0.22560130059719086
HII,0.3052390515804291,0.8557903170585632,1.9791429042816162,-0.9819491505622864,-0.16424697637557983
IBM,0.28391310572624207,0.8708929419517517,1.878322720527649,-0.8859001994132996,-0.10696649551391602
IEX,0.2748618423938751,0.8220518827438354,1.8733797073364258,-0.897481381893158,-0.16047407686710358
IDXX,0.26233574748039246,0.8626943826675415,2.035869836807251,-0.9336389303207397,-0.1841621994972229
ITW,0.2883547246456146,0.8546521663665771,1.9124082326889038,-0.8838707208633423,-0.1683087944984436
